DZCode,DZName,TotPop2022,area_hectares,area_km2
S01014858,Hillside and Calton Hill - 04,943,43.51,0.435078
S01014859,Hillside and Calton Hill - 05,759,3.83,0.038407
S01014860,Hillside and Calton Hill - 06,877,5.1,0.050999
S01014861,Hillside and Calton Hill - 07,862,4.17,0.041643
S01014862,Pilrig - 01,962,10.04,0.100338
S01014863,Pilrig - 02,1025,7.68,0.076796
S01014864,Pilrig - 03,761,6.01,0.059984
S01014865,Pilrig - 04,616,2.68,0.026861
S01014866,Pilrig - 05,519,13.03,0.130274
S01014867,Pilrig - 06,608,7.39,0.073984
S01014868,Bonnington - 01,1107,13.27,0.132882
S01014869,Bonnington - 02,1002,12.27,0.122665
S01014870,Bonnington - 03,729,8.47,0.084753
S01014871,Bonnington - 04,1057,6.61,0.066038
S01014872,Trinity East and The Dudleys - 01,716,5.75,0.057461
S01014873,Trinity East and The Dudleys - 02,701,10.62,0.106221
S01014874,Trinity East and The Dudleys - 03,682,22.93,0.229402
S01014875,Trinity East and The Dudleys - 04,992,12.69,0.126953
S01014876,Trinity East and The Dudleys - 05,563,8.11,0.081088
S01014877,Trinity West and Wardie - 01,689,11.08,0.110948
S01014878,Trinity West and Wardie - 02,713,17.52,0.175139
S01014879,Trinity West and Wardie - 03,867,24.59,0.245822
S01014880,Trinity West and Wardie - 04,675,14.62,0.146208
S01014881,Trinity West and Wardie - 05,890,11.46,0.114469
S01014882,Trinity West and Wardie - 06,749,16.56,0.165577
S01014883,"Inverleith, Goldenacre and Warriston - 01",455,58.74,0.587417
S01014884,"Inverleith, Goldenacre and Warriston - 02",949,15.06,0.150684
S01014885,"Inverleith, Goldenacre and Warriston - 03",1077,47.18,0.472028
S01014886,"Inverleith, Goldenacre and Warriston - 04",812,36.43,0.36429
S01014887,Broughton North and Powderhall - 01,727,18.94,0.189438
S01014888,Broughton North and Powderhall - 02,1041,4.86,0.048653
S01014889,Broughton North and Powderhall - 03,596,4.23,0.042368
S01014890,Broughton North and Powderhall - 04,1113,17.02,0.170126
S01014891,Broughton North and Powderhall - 05,1032,7.87,0.078776
S01014892,Broughton South - 01,977,6.58,0.065867
S01014893,Broughton South - 02,740,7.85,0.078529
S01014894,Broughton South - 03,874,9.51,0.095024
S01014895,Broughton South - 04,771,4.47,0.04471
S01014896,Broughton South - 05,814,4.19,0.041917
S01014897,Broughton South - 06,687,3.51,0.035023
S01014898,New Town East and Gayfield - 01,966,11.47,0.114706
S01014899,New Town East and Gayfield - 02,576,8.18,0.081698
S01014900,New Town East and Gayfield - 03,431,4.02,0.040193
S01014901,New Town East and Gayfield - 04,775,6.9,0.069004
S01014902,New Town West - 01,619,19.97,0.199549
S01014903,New Town West - 02,708,7.23,0.072219
S01014904,New Town West - 03,888,7.68,0.076721
S01014905,New Town West - 04,871,14.89,0.148783
S01014906,Canonmills and New Town North - 01,463,4.93,0.049283
S01014907,Canonmills and New Town North - 02,887,5.55,0.05552
S01014908,Canonmills and New Town North - 03,545,2.95,0.029408
S01014909,Canonmills and New Town North - 04,640,9.42,0.094217
S01014910,Canonmills and New Town North - 05,655,4.3,0.043014
S01014911,Stockbridge - 01,738,10.87,0.108604
S01014912,Stockbridge - 02,547,7.04,0.07033
S01014913,Stockbridge - 03,1050,6.37,0.063768
S01014914,Stockbridge - 04,859,7.55,0.075468
S01014915,Stockbridge - 05,702,12.28,0.1227
S01014916,Stockbridge - 06,875,5.81,0.058165
S01014917,Stockbridge - 07,750,12.52,0.125064
S01014918,Comely Bank - 01,1280,65.08,0.650737
S01014919,Comely Bank - 02,743,5.72,0.057058
S01014920,Comely Bank - 03,709,5.06,0.050542
S01014921,Comely Bank - 04,919,12.34,0.123337
S01014922,Wester Coates - 01,910,13.4,0.133988
S01014923,Wester Coates - 02,915,8.07,0.080646
S01014924,Wester Coates - 03,902,39.1,0.390865
S01014925,Wester Coates - 04,981,17.11,0.171139
S01014926,Dean Village - 01,1017,29.3,0.29299
S01014927,Dean Village - 02,1109,17.63,0.176335
S01014928,Dean Village - 03,837,23.71,0.23716
S01014929,Balgreen and Roseburn - 01,832,14.27,0.142657
S01014930,Balgreen and Roseburn - 02,595,36.2,0.362005
S01014931,Balgreen and Roseburn - 03,508,6.8,0.068008
S01014932,Balgreen and Roseburn - 04,864,19.57,0.195786
S01014933,Balgreen and Roseburn - 05,757,12.62,0.126168
S01014934,Balgreen and Roseburn - 06,650,11.43,0.114254
S01014935,Murrayfield and Ravelston - 01,739,39.79,0.397726
S01014936,Murrayfield and Ravelston - 02,967,21.44,0.214434
S01014937,Murrayfield and Ravelston - 03,1016,35.47,0.354593
S01014938,Murrayfield and Ravelston - 04,703,24.3,0.243129
S01014939,Murrayfield and Ravelston - 05,873,29.36,0.293544
S01014940,"Craigleith, Orchard Brae and Crewe Toll - 01",992,19.06,0.190605
S01014941,"Craigleith, Orchard Brae and Crewe Toll - 02",596,11.82,0.118322
S01014942,"Craigleith, Orchard Brae and Crewe Toll - 03",671,24.31,0.243198
S01014943,"Craigleith, Orchard Brae and Crewe Toll - 04",841,13.45,0.134561
S01014944,"Craigleith, Orchard Brae and Crewe Toll - 05",867,34.47,0.344785
S01014945,"Craigleith, Orchard Brae and Crewe Toll - 06",822,26.37,0.26366
S01014946,Blackhall - 01,982,19.08,0.190692
S01014947,Blackhall - 02,919,21.2,0.211947
S01014948,Blackhall - 03,892,205.33,2.053321
S01014949,Blackhall - 04,822,22.08,0.220744
S01014950,Blackhall - 05,646,12.61,0.12605
S01014951,Blackhall - 06,733,18.28,0.182774
S01014952,Blackhall - 07,839,26.68,0.266872
S01014953,Drylaw - 01,770,12.77,0.127663
S01014954,Drylaw - 02,928,18.12,0.181335
S01014955,Drylaw - 03,850,14.43,0.144102
S01014956,Drylaw - 04,1134,21.16,0.211513
S01014957,Drylaw - 05,926,16.38,0.163929
S01014958,West Pilton - 01,1042,12.34,0.123519
S01014959,West Pilton - 02,1092,10.26,0.102545
S01014960,West Pilton - 03,770,12.14,0.121451
S01014961,West Pilton - 04,1086,11.85,0.118529
S01014962,West Pilton - 05,737,9.32,0.093196
S01014963,West Pilton - 06,735,6.42,0.064349
S01014964,Boswall and Pilton - 01,752,9.23,0.092306
S01014965,Boswall and Pilton - 02,442,4.77,0.047745
S01014966,Boswall and Pilton - 03,743,3.27,0.032659
S01014967,Boswall and Pilton - 04,666,20.13,0.201295
S01014968,Boswall and Pilton - 05,932,11.61,0.116209
S01014969,Boswall and Pilton - 06,739,10.32,0.103295
S01014970,Boswall and Pilton - 07,863,15.14,0.15119
S01014971,Boswall and Pilton - 08,526,9,0.08999
S01014972,Granton South and Wardieburn - 01,991,17.59,0.17597
S01014973,Granton South and Wardieburn - 02,638,7.26,0.07266
S01014974,Granton South and Wardieburn - 03,488,4.56,0.04557
S01014975,Granton South and Wardieburn - 04,519,3.81,0.038056
S01014976,Granton and Royston Mains - 01,614,4.66,0.046604
S01014977,Granton and Royston Mains - 02,735,29.47,0.294721
S01014978,Granton and Royston Mains - 03,677,13.31,0.133027
S01014979,Granton and Royston Mains - 04,945,19.88,0.198744
S01014980,Granton and Royston Mains - 05,777,8.43,0.084337
S01014981,Granton and Royston Mains - 06,954,11.3,0.112996
S01014982,Granton West and Salvesen - 01,832,10.81,0.10811
S01014983,Granton West and Salvesen - 02,706,9.16,0.091675
S01014984,Granton West and Salvesen - 03,556,6.66,0.066661
S01014985,Granton West and Salvesen - 04,884,3.52,0.035262
S01014986,Granton West and Salvesen - 05,1143,194.18,1.941711
S01014987,Muirhouse - 01,1080,14.59,0.14581
S01014988,Muirhouse - 02,923,16.6,0.16608
S01014989,Muirhouse - 03,512,10.78,0.107905
S01014990,Muirhouse - 04,581,4.55,0.04559
S01014991,Muirhouse - 05,581,6.61,0.06615
S01014992,Muirhouse - 06,863,6.6,0.065946
S01014993,Muirhouse - 07,620,6.21,0.062078
S01014994,Muirhouse - 08,729,9.98,0.099683
S01014995,Silverknowes and Davidson's Mains - 01,869,14.02,0.140104
S01014996,Silverknowes and Davidson's Mains - 02,406,14.52,0.145226
S01014997,Silverknowes and Davidson's Mains - 03,863,18.78,0.187721
S01014998,Silverknowes and Davidson's Mains - 04,744,15,0.149924
S01014999,Silverknowes and Davidson's Mains - 05,779,21.01,0.210235
S01015000,Silverknowes and Davidson's Mains - 06,610,215.81,2.158112
S01015001,Cramond - 01,1027,44.53,0.445363
S01015002,Cramond - 02,758,19.74,0.197277
S01015003,Cramond - 03,877,36.43,0.364222
S01015004,"Barnton, Cammo and Cramond South - 01",1012,76.1,0.76105
S01015005,"Barnton, Cammo and Cramond South - 02",965,151.84,1.518569
S01015006,"Barnton, Cammo and Cramond South - 03",1010,32.37,0.323769
S01015007,"Barnton, Cammo and Cramond South - 04",1082,28.54,0.285454
S01015008,Clermiston and Drumbrae - 01,674,19.33,0.193356
S01015009,Clermiston and Drumbrae - 02,941,20.43,0.204287
S01015010,Clermiston and Drumbrae - 03,996,37.24,0.372284
S01015011,Clermiston and Drumbrae - 04,828,11.76,0.117594
S01015012,Clermiston and Drumbrae - 05,845,10.53,0.105376
S01015013,Clermiston and Drumbrae - 06,933,13.72,0.137153
S01015014,Clermiston and Drumbrae - 07,1009,22.14,0.221356
S01015015,East Craigs North - 01,931,1527.68,15.276672
S01015016,East Craigs North - 02,922,18.67,0.186672
S01015017,East Craigs North - 03,946,12.45,0.12445
S01015018,East Craigs North - 04,858,11.22,0.112227
S01015019,East Craigs North - 05,751,14.09,0.140842
S01015020,East Craigs North - 06,959,1432.07,14.320545
S01015021,East Craigs South - 01,1100,21.1,0.210986
S01015022,East Craigs South - 02,622,13.68,0.136916
S01015023,East Craigs South - 03,608,28.68,0.286853
S01015024,East Craigs South - 04,822,18.63,0.186285
S01015025,East Craigs South - 05,554,14.92,0.149237
S01015026,East Craigs South - 06,867,20.72,0.20729
S01015027,East Craigs South - 07,622,13.42,0.134204
S01015028,Corstorphine North - 01,1037,27.47,0.274673
S01015029,Corstorphine North - 02,508,10.63,0.106407
S01015030,Corstorphine North - 03,729,7.55,0.075528
S01015031,Corstorphine North - 04,507,9.81,0.098016
S01015032,Corstorphine North - 05,1005,53.49,0.534896
S01015033,Corstorphine - 01,964,22.85,0.228625
S01015034,Corstorphine - 02,680,13.03,0.130253
S01015035,Corstorphine - 03,770,17.4,0.17413
S01015036,Corstorphine - 04,845,16.17,0.161644
S01015037,Corstorphine - 05,754,14.89,0.148782
S01015038,Corstorphine - 06,714,17.62,0.176116
S01015039,Corstorphine - 07,523,11.17,0.111756
S01015040,Carrick Knowe - 01,572,17.98,0.179783
S01015041,Carrick Knowe - 02,534,7.24,0.072332
S01015042,Carrick Knowe - 03,687,7.44,0.07449
S01015043,Carrick Knowe - 04,762,14.47,0.144737
S01015044,Corstorphine South - 01,727,13.82,0.138147
S01015045,Corstorphine South - 02,800,9.98,0.099838
S01015046,Corstorphine South - 03,626,8.97,0.089568
S01015047,Corstorphine South - 04,492,6.11,0.061075
S01015048,Corstorphine South - 05,1105,32.26,0.322561
S01015049,Corstorphine South - 06,783,11.22,0.112231
S01015050,South Gyle and Edinburgh Park - 01,745,13.96,0.139609
S01015051,South Gyle and Edinburgh Park - 02,960,42.1,0.420917
S01015052,South Gyle and Edinburgh Park - 03,682,8.5,0.085036
S01015053,South Gyle and Edinburgh Park - 04,1095,54.25,0.542699
S01015054,South Gyle and Edinburgh Park - 05,864,15.01,0.150148
S01015055,South Gyle and Edinburgh Park - 06,519,221,2.20999
S01015056,"Ratho, Ingliston and Gogar - 01",706,13.71,0.137063
S01015057,"Ratho, Ingliston and Gogar - 02",753,43.07,0.430658
S01015058,"Ratho, Ingliston and Gogar - 03",546,561.52,5.61523
S01015059,"Ratho, Ingliston and Gogar - 04",458,13.96,0.139596
S01015060,Kirkliston - 01,880,19.99,0.19995
S01015061,Kirkliston - 02,832,22.76,0.227662
S01015062,Kirkliston - 03,580,13.11,0.131164
S01015063,Kirkliston - 04,646,9.22,0.092097
S01015064,Kirkliston - 05,732,12.79,0.127952
S01015065,Kirkliston - 06,836,16.04,0.160557
S01015066,Dalmeny and Newbridge - 01,541,764.39,7.643858
S01015067,Dalmeny and Newbridge - 02,468,227.7,2.276976
S01015068,Dalmeny and Newbridge - 03,679,744.33,7.443377
S01015069,Dalmeny and Newbridge - 04,590,578.44,5.78436
S01015070,Dalmeny and Newbridge - 05,605,40.09,0.400906
S01015071,Dalmeny and Newbridge - 06,783,10.28,0.102798
S01015072,Dalmeny and Newbridge - 07,584,570.47,5.704741
S01015073,Queensferry East - 01,976,94.23,0.942272
S01015074,Queensferry East - 02,610,11.17,0.111721
S01015075,Queensferry East - 03,635,11.48,0.114692
S01015076,Queensferry East - 04,779,18.84,0.188421
S01015077,Queensferry East - 05,694,9.17,0.091597
S01015078,Queensferry East - 06,906,35.39,0.353897
S01015079,Queensferry West - 01,487,20.79,0.207797
S01015080,Queensferry West - 02,961,20.57,0.205712
S01015081,Queensferry West - 03,814,15.79,0.157712
S01015082,Queensferry West - 04,702,12.35,0.123478
S01015083,Queensferry West - 05,796,50.06,0.500575
S01015084,Tullibody South - 01,615,66.75,0.667362
S01015085,Tullibody South - 02,667,10.13,0.101397
S01015086,Tullibody South - 03,924,24.46,0.244643
S01015087,Tullibody South - 04,434,13.69,0.13681
S01015088,Tullibody South - 05,882,571.8,5.71798
S01015089,Tullibody South - 06,681,17.27,0.172686
S01015090,Tullibody North and Glenochil - 01,893,20.22,0.202209
S01015091,Tullibody North and Glenochil - 02,548,7.06,0.07058
S01015092,Tullibody North and Glenochil - 03,985,31.12,0.311125
S01015093,Tullibody North and Glenochil - 04,635,13.3,0.132939
S01015094,Tullibody North and Glenochil - 05,879,19.6,0.196034
S01015095,Tullibody North and Glenochil - 06,1487,2897.84,28.978372
S01015096,Menstrie - 01,672,12.9,0.129083
S01015097,Menstrie - 02,600,17.62,0.176147
S01015098,Menstrie - 03,796,20.67,0.206752
S01015099,Menstrie - 04,762,98.9,0.988989
S01015100,Alva - 01,842,46.37,0.463674
S01015101,Alva - 02,856,21.02,0.210211
S01015102,Alva - 03,581,9.95,0.099413
S01015103,Alva - 04,830,14.34,0.143336
S01015104,Alva - 05,875,31.77,0.317662
S01015105,Alva - 06,383,21.01,0.21001
S01015106,Alva - 07,441,21.52,0.215076
S01015107,"Fishcross, Devon Village and Coalsnaughton - 01",901,454.25,4.542607
S01015108,"Fishcross, Devon Village and Coalsnaughton - 02",1037,4558.07,45.58056
S01015109,"Fishcross, Devon Village and Coalsnaughton - 03",448,18.09,0.180978
S01015110,Tillicoultry - 01,652,34.87,0.348643
S01015111,Tillicoultry - 02,629,19.32,0.193248
S01015112,Tillicoultry - 03,407,11.74,0.117433
S01015113,Tillicoultry - 04,612,12.76,0.127611
S01015114,Tillicoultry - 05,657,18.93,0.189404
S01015115,Tillicoultry - 06,618,11.98,0.11981
S01015116,Tillicoultry - 07,477,13.74,0.137364
S01015117,Tillicoultry - 08,432,32.86,0.328562
S01015118,Dollar and Muckhart - 01,901,68.9,0.688966
S01015119,Dollar and Muckhart - 02,1073,281.01,2.810081
S01015120,Dollar and Muckhart - 03,634,20.66,0.206606
S01015121,Dollar and Muckhart - 04,462,748.03,7.480208
S01015122,Dollar and Muckhart - 05,491,1370.17,13.701772
S01015123,"Clackmannan, Kennet and Forestmill - 01",955,2098.28,20.982757
S01015124,"Clackmannan, Kennet and Forestmill - 02",881,19.61,0.196269
S01015125,"Clackmannan, Kennet and Forestmill - 03",678,16.5,0.165012
S01015126,"Clackmannan, Kennet and Forestmill - 04",569,18.73,0.187352
S01015127,"Clackmannan, Kennet and Forestmill - 05",855,720.55,7.205554
S01015128,"Clackmannan, Kennet and Forestmill - 06",438,12.6,0.126021
S01015129,"Clackmannan, Kennet and Forestmill - 07",806,20.09,0.200895
S01015130,Sauchie - 01,552,631.75,6.317444
S01015131,Sauchie - 02,834,14.51,0.145054
S01015132,Sauchie - 03,787,13.44,0.134335
S01015133,Sauchie - 04,973,30.81,0.308034
S01015134,Sauchie - 05,479,13.66,0.136539
S01015135,Sauchie - 06,590,16.37,0.163765
S01015136,Sauchie - 07,789,40.68,0.406904
S01015137,Alloa South and East - 01,631,14.31,0.143066
S01015138,Alloa South and East - 02,719,24.65,0.246517
S01015139,Alloa South and East - 03,1048,35.93,0.359257
S01015140,Alloa South and East - 04,652,21.13,0.211356
S01015141,Alloa South and East - 05,745,22.24,0.222245
S01015142,Alloa South and East - 06,935,66.5,0.665085
S01015143,Alloa North - 01,947,24.4,0.243922
S01015144,Alloa North - 02,554,16.34,0.163427
S01015145,Alloa North - 03,884,23.91,0.238998
S01015146,Alloa North - 04,644,10.77,0.107671
S01015147,Alloa North - 05,424,8.93,0.089297
S01015148,Alloa North - 06,576,9.24,0.092376
S01015149,Alloa North - 07,413,8.02,0.080086
S01015150,Alloa North - 08,491,12.63,0.126328
S01015151,Alloa North - 09,801,29.09,0.2909
S01015152,Alloa West - 01,750,40.76,0.407617
S01015153,Alloa West - 02,486,14.26,0.142646
S01015154,Alloa West - 03,922,33.76,0.33746
S01015155,Alloa West - 04,570,14.35,0.143626
S01015156,Alloa West - 05,687,135.09,1.35089
S01015157,Stranraer West - 01,435,15.25,0.152531
S01015158,Stranraer West - 02,646,19.69,0.19682
S01015159,Stranraer West - 03,469,20.67,0.206688
S01015160,Stranraer West - 04,1023,21.56,0.215682
S01015161,Rhins North - 01,915,47.78,0.477792
S01015162,Rhins North - 02,517,3570.12,35.701255
S01015163,Rhins North - 03,761,6208.97,62.089678
S01015164,Rhins North - 04,788,4473.76,44.737599
S01015165,Stranraer East - 01,683,20.62,0.206088
S01015166,Stranraer East - 02,950,40.18,0.401896
S01015167,Stranraer East - 03,788,55.7,0.556959
S01015168,Stranraer South - 01,923,21.04,0.210457
S01015169,Stranraer South - 02,1151,26.06,0.260687
S01015170,Stranraer South - 03,548,89.17,0.891648
S01015171,Stranraer South - 04,719,18.68,0.186752
S01015172,Rhins South - 01,1006,11248.32,112.483218
S01015173,Rhins South - 02,505,19.74,0.197288
S01015174,Rhins South - 03,848,4513.67,45.136609
S01015175,Rhins South - 04,545,3916,39.160064
S01015176,Rhins South - 05,677,4939.33,49.393194
S01015177,Machars North - 01,936,7650.8,76.50792
S01015178,Machars North - 02,605,13186.01,131.860155
S01015179,Machars North - 03,607,39396.86,393.968619
S01015180,Machars South - 01,551,6780.06,67.800575
S01015181,Machars South - 02,859,51.99,0.519824
S01015182,Machars South - 03,657,4757.19,47.57194
S01015183,Machars South - 04,595,7556.37,75.563831
S01015184,Machars South - 05,980,6800.59,68.005802
S01015185,Machars South - 06,723,45.43,0.454441
S01015186,Machars South - 07,484,4155.3,41.553025
S01015187,Newton Stewart - 01,935,42.16,0.421588
S01015188,Newton Stewart - 02,529,33.45,0.334436
S01015189,Newton Stewart - 03,691,61.29,0.61288
S01015190,Newton Stewart - 04,577,19.25,0.192526
S01015191,Newton Stewart - 05,467,32.19,0.321871
S01015192,Newton Stewart - 06,755,33.99,0.339846
S01015193,Newton Stewart - 07,660,44138.96,441.389631
S01015194,Newton Stewart - 08,715,2590.95,25.909536
S01015195,Gatehouse - 01,465,17292.28,172.922775
S01015196,Gatehouse - 02,1016,83.89,0.838921
S01015197,Gatehouse - 03,572,11011.59,110.115801
S01015198,Gatehouse - 04,905,8393.87,83.938753
S01015199,Gatehouse - 05,611,921.06,9.210546
S01015200,Kirkcudbright - 01,665,37.77,0.377655
S01015201,Kirkcudbright - 02,829,35.62,0.356031
S01015202,Kirkcudbright - 03,648,19.53,0.195275
S01015203,Kirkcudbright - 04,609,53.05,0.530545
